Institute,Academic Program Name,Quota,Seat Type,Gender,Opening_R1,Closing_R1,Opening_R2,Closing_R2,Opening_R3,Closing_R3,Opening_R4,Closing_R4,Opening_R5,Closing_R5,Opening_R6,Closing_R6
"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru","Aeronautical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,77093.0,77093.0,,,,,,,,,,
"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru","Aerospace Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,48348.0,48348.0,,,90119.0,90119.0,56033.0,56033.0,,,,
"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru","Aerospace Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,77596.0,77596.0,,,,,,,,,,
"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,53225.0,53225.0,,,92733.0,92733.0,74861.0,74861.0,,,,
"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,109748.0,109748.0,,,,,,,,,,
"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,72063.0,72063.0,,,104746.0,104746.0,78464.0,78464.0,,,,
"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,84428.0,84428.0,,,,,,,,,,
"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru","Computer Science & Engineering (Cyber Security) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,111502.0,111502.0,,,98461.0,98461.0,,,,,,
"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,92839.0,92839.0,,,,,,,,,,
"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru","Computer Science & Engineering (IOT) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,106469.0,106469.0,,,,,,,,,,
"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,104372.0,104372.0,,,,,,,,,,
"A.G.M Rural College of Engineering and Technology-Varur, Hubballi","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,87966.0,87966.0,,,,
"A.G.M Rural College of Engineering and Technology-Varur, Hubballi","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,101469.0,101469.0,,,,,,,,,,
"A.G.M Rural College of Engineering and Technology-Varur, Hubballi","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107183.0,107183.0,,,,,,,,,,
"AMC Engineering College-Bannerghatta Rd, Bengaluru","Aeronautical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,65679.0,65679.0,,,95021.0,95021.0,85705.0,85705.0,,,,
"AMC Engineering College-Bannerghatta Rd, Bengaluru","Aeronautical Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,101846.0,101846.0,,,,,,,,,,
"AMC Engineering College-Bannerghatta Rd, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,61086.0,61086.0,,,109229.0,109229.0,96420.0,96420.0,,,,
"AMC Engineering College-Bannerghatta Rd, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,109296.0,109296.0,,,,,,,,,,
"AMC Engineering College-Bannerghatta Rd, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107819.0,107819.0,,,,,69742.0,69742.0,,,,
"AMC Engineering College-Bannerghatta Rd, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,67547.0,67547.0,,,109518.0,109518.0,100868.0,100868.0,,,,
"AMC Engineering College-Bannerghatta Rd, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,108388.0,108388.0,108388.0,108388.0,,,94314.0,94314.0,,,,
"AMC Engineering College-Bannerghatta Rd, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,62210.0,62210.0,,,111096.0,111096.0,92567.0,92567.0,,,,
"AMC Engineering College-Bannerghatta Rd, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,92917.0,92917.0,89886.0,89886.0,,,,,,,,
"AMC Engineering College-Bannerghatta Rd, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,69322.0,69322.0,,,92944.0,92944.0,100328.0,100328.0,,,,
"AMC Engineering College-Bannerghatta Rd, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,87495.0,87495.0,,,,,86862.0,86862.0,,,,
"AMC Engineering College-Bannerghatta Rd, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107250.0,107250.0,,,70900.0,70900.0,,,,,,
"AMC Engineering College-Bannerghatta Rd, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,86989.0,86989.0,,,,,,,,,,
"AMC Engineering College-Bannerghatta Rd, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,62066.0,62066.0,,,,,,
"AMC Engineering College-Bannerghatta Rd, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,86980.0,86980.0,,,,
"AMC Engineering College-Bannerghatta Rd, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,,,,,,,69006.0,69006.0,,,,
"AMC Engineering College-Bannerghatta Rd, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,75402.0,75402.0,,,,
"AMC Engineering College-Bannerghatta Rd, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,103137.0,103137.0,,,,,82125.0,82125.0,,,,
"APS College of Engineering-Kanakapura Road, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,99522.0,99522.0,,,41643.0,41643.0,,,,,,
"APS College of Engineering-Kanakapura Road, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,73500.0,73500.0,,,94218.0,94218.0,,,,,,
"APS College of Engineering-Kanakapura Road, Bengaluru","Computer Science & Engineering (Cyber Security) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,106002.0,106002.0,,,,,52152.0,52152.0,,,,
"APS College of Engineering-Kanakapura Road, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107673.0,107673.0,,,,,,,,,,
"APS College of Engineering-Kanakapura Road, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,111599.0,111599.0,,,,,69473.0,69473.0,,,,
"ATME College of Engineering-Bannur Road, Mysuru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,80550.0,80550.0,,,105603.0,105603.0,91913.0,91913.0,,,,
"ATME College of Engineering-Bannur Road, Mysuru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,84726.0,84726.0,,,99165.0,99165.0,99599.0,99599.0,,,,
"ATME College of Engineering-Bannur Road, Mysuru","Computer Science & Engineering (Cyber Security) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,89303.0,89303.0,,,,
"ATME College of Engineering-Bannur Road, Mysuru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,91055.0,91055.0,,,,,98996.0,98996.0,,,,
"ATME College of Engineering-Bannur Road, Mysuru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110767.0,110767.0,,,,,,,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Aeronautical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,32990.0,32990.0,,,104061.0,104061.0,59353.0,59353.0,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Aeronautical Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,97600.0,97600.0,,,,,,,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,28132.0,28132.0,,,52746.0,52746.0,78979.0,78979.0,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,59237.0,59237.0,86498.0,86498.0,,,41746.0,41746.0,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Bio- technology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,57931.0,57931.0,,,105937.0,105937.0,82087.0,82087.0,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Bio- technology (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,94718.0,94718.0,,,,,,,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Biotechnology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,83584.0,83584.0,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,60864.0,60864.0,,,90907.0,90907.0,,,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,27452.0,27452.0,,,51728.0,51728.0,66375.0,66375.0,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,64341.0,64341.0,95420.0,95420.0,,,53948.0,53948.0,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,28589.0,28589.0,,,53623.0,53623.0,74477.0,74477.0,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,77022.0,77022.0,102464.0,102464.0,,,44419.0,44419.0,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,48775.0,48775.0,,,104887.0,104887.0,53340.0,53340.0,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,107783.0,107783.0,,,,,68728.0,68728.0,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,39829.0,39829.0,,,,,,,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,90708.0,90708.0,,,,,,,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,87540.0,87540.0,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,89548.0,89548.0,,,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,48966.0,48966.0,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,,,,,,,72647.0,72647.0,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,39108.0,39108.0,,,75143.0,75143.0,61684.0,61684.0,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,85319.0,85319.0,,,,,70849.0,70849.0,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Mech- atronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,62208.0,62208.0,,,,,,,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Mech- atronics Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,91138.0,91138.0,,,,,,,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,50724.0,50724.0,,,107616.0,107616.0,29367.0,29367.0,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,83862.0,83862.0,83862.0,83862.0,,,,,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Mechatronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,90218.0,90218.0,64410.0,64410.0,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Robotics & Artificial Intelligence (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,38683.0,38683.0,,,70413.0,70413.0,,,,,,
"Acharya Institute of Technology-Soladevanahalli, Bengaluru","Robotics & Artificial Intelligence (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,91837.0,91837.0,,,,,,,,,,
"Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,84307.0,84307.0,,,106484.0,106484.0,62788.0,62788.0,,,,
"Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,99949.0,99949.0,,,59442.0,59442.0,94331.0,94331.0,,,,
"Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107613.0,107613.0,,,86772.0,86772.0,74192.0,74192.0,,,,
"Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108350.0,108350.0,,,,,,,,,,
"Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110191.0,110191.0,,,,,,,,,,
"Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,80525.0,80525.0,,,,
"Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,104380.0,104380.0,,,,,,,,,,
"Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,106615.0,106615.0,,,,,,,,,,
"Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru","Robotics & Artificial Intelligence (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,106484.0,106484.0,,,,,,,,,,
"Aditya College of Engineering and Technology-Yelahanka, Bengaluru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110705.0,110705.0,,,90966.0,90966.0,,,,,,
"Aditya College of Engineering and Technology-Yelahanka, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108541.0,108541.0,,,107173.0,107173.0,,,,,,
"Aditya College of Engineering and Technology-Yelahanka, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,111282.0,111282.0,,,,,,,,,,
"Aditya College of Engineering and Technology-Yelahanka, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,79094.0,79094.0,,,,,,,,,,
"Aditya College of Engineering and Technology-Yelahanka, Bengaluru","Computer Science & Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108579.0,108579.0,,,,,65667.0,65667.0,,,,
"Aditya College of Engineering and Technology-Yelahanka, Bengaluru","Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,74590.0,74590.0,,,,,,,,,,
"Akash Institute of Engineering and Technology-Devanahalli, Bengaluru Rural","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108689.0,108689.0,,,71024.0,71024.0,84613.0,84613.0,,,,
"Akash Institute of Engineering and Technology-Devanahalli, Bengaluru Rural","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,68040.0,68040.0,,,111733.0,111733.0,,,,,,
"Akash Institute of Engineering and Technology-Devanahalli, Bengaluru Rural","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,100736.0,100736.0,,,,,,,,,,
"Akash Institute of Engineering and Technology-Devanahalli, Bengaluru Rural","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,106210.0,106210.0,,,91347.0,91347.0,65098.0,65098.0,,,,
"Akash Institute of Engineering and Technology-Devanahalli, Bengaluru Rural","Computer Science & Engineering (Cyber Security) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108734.0,108734.0,,,104762.0,104762.0,,,,,,
"Akash Institute of Engineering and Technology-Devanahalli, Bengaluru Rural","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,95521.0,95521.0,,,,,,,,,,
"Akash Institute of Engineering and Technology-Devanahalli, Bengaluru Rural","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,100871.0,100871.0,,,,,,,,,,
"Akash Institute of Engineering and Technology-Devanahalli, Bengaluru Rural","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,78415.0,78415.0,,,,,,,,,,
"Akash Institute of Engineering and Technology-Devanahalli, Bengaluru Rural","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,68496.0,68496.0,,,,,,,,,,
"Akshaya Institute of Technology-Koratagere Road, Tumakuru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,104749.0,104749.0,,,,,,,,,,
"Akshaya Institute of Technology-Koratagere Road, Tumakuru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107303.0,107303.0,,,,,,,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Aerospace Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,20810.0,20810.0,,,94827.0,94827.0,36027.0,36027.0,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Aerospace Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,39198.0,39198.0,,,,,,,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,47387.0,47387.0,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,,,,,,,69829.0,69829.0,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Bio- technology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,44556.0,44556.0,,,104355.0,104355.0,104073.0,104073.0,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,106343.0,106343.0,,,,,,,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,14814.0,14814.0,,,42800.0,42800.0,21358.0,21358.0,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,58887.0,58887.0,,,,,29124.0,29124.0,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Computer Science & Engineering (Block Chain) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,29582.0,29582.0,,,109154.0,109154.0,,,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Computer Science & Engineering (Block Chain) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,87941.0,87941.0,63261.0,63261.0,,,,,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Computer Science & Engineering (Cyber Security) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,21685.0,21685.0,,,60538.0,60538.0,38367.0,38367.0,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Computer Science & Engineering (Cyber Security) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,27795.0,27795.0,,,,,,,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Computer Science & Engineering (IOT) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,24481.0,24481.0,,,80186.0,80186.0,66463.0,66463.0,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Computer Science & Engineering (IOT) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,75713.0,75713.0,,,,,,,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Computer Science & Technology (Devops) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,29748.0,29748.0,,,86640.0,86640.0,,,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Computer Science & Technology (Devops) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,63261.0,63261.0,,,,,,,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,60171.0,60171.0,,,61682.0,61682.0,98617.0,98617.0,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,96249.0,96249.0,,,,,,,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,34115.0,34115.0,,,,,,,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,77801.0,77801.0,,,,,,,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,85976.0,85976.0,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,110448.0,110448.0,,,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,28364.0,28364.0,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Information Technology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,29507.0,29507.0,,,71584.0,71584.0,55092.0,55092.0,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Information Technology (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,94377.0,94377.0,,,,,99005.0,99005.0,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Information Technology (Augmented Reality and Virtual Reality (AR / VR) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,44764.0,44764.0,,,67223.0,67223.0,,,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Information Technology (Data Analytics) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,42469.0,42469.0,,,109750.0,109750.0,,,,,,
"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,63705.0,63705.0,,,88403.0,88403.0,,,,,,
"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru","Agricultural Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109807.0,109807.0,,,,,,,,,,
"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru","Agriculture Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,97806.0,97806.0,,,,
"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109512.0,109512.0,,,89891.0,89891.0,75934.0,75934.0,,,,
"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110618.0,110618.0,,,107931.0,107931.0,96523.0,96523.0,,,,
"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108885.0,108885.0,,,56170.0,56170.0,,,,,,
"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,105112.0,105112.0,,,75282.0,75282.0,,,,,,
"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110471.0,110471.0,,,,,,,,,,
"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,105816.0,105816.0,,,,,66409.0,66409.0,,,,
"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,59506.0,59506.0,,,,,,,,,,
"Amruta Institute of Engineering and Management Science- Bidadi, Ramnagar Taluk, Bengaluru Rural","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,42529.0,42529.0,,,,
"Amruta Institute of Engineering and Management Science-Bidadi, Ramnagar Taluk, Bengaluru Rural","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,53616.0,53616.0,,,81494.0,81494.0,,,,,,
"Amruta Institute of Engineering and Management Science-Bidadi, Ramnagar Taluk, Bengaluru Rural","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,81346.0,81346.0,,,,,,,,,,
